accepted_name,scientific_name,taxonomic_status,family,broader,establishment_means,count_RG,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,iNat_needsID_only,final_list,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,year_first_voucher,year_last_voucher,date_first_iNat_obs,date_last_iNat_obs,notes,iNat_needsID_only_notes
Hakea gibbosa,Hakea gibbosa,accepted,Proteaceae,3.dicot,native,29,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1893,2012,2014,2023,"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",
Hakea laevipes,Hakea laevipes,accepted,Proteaceae,3.dicot,native,7,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1927,2012,2020,2023,,
Hakea propinqua,Hakea propinqua,accepted,Proteaceae,3.dicot,native,22,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1889,2006,2019,2023,,
Hakea salicifolia,Hakea salicifolia,accepted,Proteaceae,3.dicot,native,5,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1888,1951,2020,2023,,
Hakea sericea,Hakea sericea,accepted,Proteaceae,3.dicot,native,37,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1888,2016,2019,2024,,
Hakea teretifolia,Hakea teretifolia,accepted,Proteaceae,3.dicot,native,53,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1933,2016,2008,2024,,
Hicksbeachia pinnatifolia,Hicksbeachia pinnatifolia,accepted,Proteaceae,3.dicot,out-of-range,,,,1,,,,,,,,databasing discrepancy,"remove, horticultural record",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-no voucher, not in protected area",,,,,clearly planted individual,
Isopogon anemonifolius,Isopogon anemonifolius,accepted,Proteaceae,3.dicot,native,164,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1888,2015,1989,2024,,
Isopogon anethifolius,Isopogon anethifolius,accepted,Proteaceae,3.dicot,native,42,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1932,2012,1988,2024,,
Lambertia formosa,Lambertia formosa,accepted,Proteaceae,3.dicot,native,155,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1887,2012,2005,2024,,
Lomatia myricoides,Lomatia myricoides,accepted,Proteaceae,3.dicot,native,13,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1927,2014,2020,2024,,
Lomatia silaifolia,Lomatia silaifolia,accepted,Proteaceae,3.dicot,native,43,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1943,2014,1988,2024,,
Persoonia hirsuta,Persoonia hirsuta,accepted,Proteaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1898,1898,,,,none
Persoonia lanceolata,Persoonia lanceolata,accepted,Proteaceae,3.dicot,native,22,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1887,2013,1988,2024,,
Persoonia laurina,Persoonia laurina,accepted,Proteaceae,3.dicot,native,27,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1921,2012,2020,2023,,
Persoonia levis,Persoonia levis,accepted,Proteaceae,3.dicot,native,51,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1914,2013,1988,2024,,
Persoonia linearis,Persoonia linearis,accepted,Proteaceae,3.dicot,native,11,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1890,1890,1988,2023,,
Persoonia mollis,Persoonia mollis,accepted,Proteaceae,3.dicot,native,,1,1,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,geographic error,"remove, coordinates erroneously inside protected area",,,,,"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it. For the correct voucher from in Royal, it is most likely an old one given the lack of date (and it was identified in June 1990, so if it was new, would've had to have been observed in those first few months of 1990). However, coordinates are probably wrong; there's an annotation on the record from Lawrie Johnson, one of the identifiers, which says ""[But is it from there? prob. not. LJ.]"". So I am removing this voucher. The park listing also seems a bit dubious to me given this species' core range, but it was listed on all three sublists in the park list, so will keep for now",yes_unsure
Persoonia pinifolia,Persoonia pinifolia,accepted,Proteaceae,3.dicot,native,100,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1897,2013,1988,2024,,
Petrophile pulchella,Petrophile pulchella,accepted,Proteaceae,3.dicot,native,34,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1896,2016,2019,2024,,
Petrophile sessilis,Petrophile sessilis,accepted,Proteaceae,3.dicot,native,14,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1953,1953,2020,2023,,
Stenocarpus salignus,Stenocarpus salignus,accepted,Proteaceae,3.dicot,native,2,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1904,1986,2019,2022,,
Symphionema montanum,Symphionema montanum,accepted,Proteaceae,3.dicot,out-of-range,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",,,,,"very likely misidentified, probably S. paludosum",
Symphionema paludosum,Symphionema paludosum,accepted,Proteaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1886,1992,,,,none
Telopea speciosissima,Telopea speciosissima,accepted,Proteaceae,3.dicot,native,123,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1899,2015,2004,2023,,
Xylomelum pyriforme,Xylomelum pyriforme,accepted,Proteaceae,3.dicot,native,33,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1986,2012,2013,2023,,
Clematis aristata,Clematis aristata,accepted,Ranunculaceae,3.dicot,native,11,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1935,1935,2020,2023,,
Clematis glycinoides,Clematis glycinoides,accepted,Ranunculaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"add, needsID observation that likely correct",retain exact name,retain exact name,retain exact name,retain exact name,1888,1970,,,,yes_correct
Ranunculus inundatus,Ranunculus inundatus,accepted,Ranunculaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1952,1952,2023,2023,,
Ranunculus lappaceus,Ranunculus lappaceus,accepted,Ranunculaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1986,2002,,,"2002 voucher geolocated just outside the park, but inside Royal based on notes",none
Ranunculus muricatus,Ranunculus muricatus,accepted,Ranunculaceae,3.dicot,introduced,,,1,,,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,1965,1965,,,,none
Ranunculus repens,Ranunculus repens,accepted,Ranunculaceae,3.dicot,introduced,1,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2023,2023,,
Alphitonia excelsa,Alphitonia excelsa,accepted,Rhamnaceae,3.dicot,native,2,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1888,2021,2020,2021,,
Cryptandra amara,Cryptandra amara,accepted,Rhamnaceae,3.dicot,native,13,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1931,2006,2020,2023,,
Cryptandra ericoides,Cryptandra ericoides,accepted,Rhamnaceae,3.dicot,native,2,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1887,2016,2022,2022,,
Emmenosperma alphitonioides,Emmenosperma alphitonioides,accepted,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1950,2012,,,,none
Pomaderris andromedifolia,Pomaderris andromedifolia,accepted,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1888,1936,,,,none
Pomaderris discolor,Pomaderris discolor,accepted,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1888,1966,,,,none
Pomaderris elliptica,Pomaderris elliptica,accepted,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1896,1896,,,,none
Pomaderris ferruginea,Pomaderris ferruginea,accepted,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1942,1942,,,,none
Pomaderris intermedia,Pomaderris intermedia,accepted,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1896,1984,,,,yes_unsure
Pomaderris lanigera,Pomaderris lanigera,accepted,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1888,1927,,,"in GBIF there is a voucher annotated as collected in 1829, but looking at the actual sheet, it says 1898",none
Pomaderris ledifolia,Pomaderris ledifolia,accepted,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1915,1928,,,,none
Pomaderris ligustrina,Pomaderris ligustrina,accepted,Rhamnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1895,1966,,,,none
Cotoneaster glaucophyllus,Cotoneaster glaucophyllus,accepted,Rosaceae,3.dicot,introduced,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Pyracantha angustifolia,Pyracantha angustifolia,accepted,Rosaceae,3.dicot,introduced,1,,,1,,,1,,,,1,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2021,2021,,
Rubus moluccanus,Rubus moluccanus,accepted,Rosaceae,3.dicot,native,2,1,1,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,geographic error,"remove, coordinates erroneously inside protected area",,,2020,2021,"the 1915 voucher geolocated in Royal has locality notes stating 'Illawarra Line, Lilyvale'. The train line is outside Royal, so I've removed this voucher",
Rubus nebulosus,Rubus nebulosus,accepted,Rosaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1897,1920,,,,none
Rubus parvifolius,Rubus parvifolius,accepted,Rosaceae,3.dicot,native,3,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2021,2024,,
Rubus rosifolius,Rubus rosifolius,accepted,Rosaceae,3.dicot,native,12,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1924,2012,2016,2024,,
Abrophyllum ornans,Abrophyllum ornans,accepted,Rousseaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1924,1978,,,,none
Coprosma quadrifida,Coprosma quadrifida,accepted,Rubiaceae,3.dicot,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Coprosma repens,Coprosma repens,accepted,Rubiaceae,3.dicot,introduced,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Cyclophyllum longipetalum,Cyclophyllum longipetalum,accepted,Rubiaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"add, needsID observation that likely correct",retain exact name,retain exact name,retain exact name,retain exact name,1986,1986,,,,yes_correct
Galium binifolium ,Galium binifolium ,accepted,Rubiaceae,3.dicot,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Galium gaudichaudii,Galium gaudichaudii,accepted,Rubiaceae,3.dicot,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Galium leiocarpum,Galium leiocarpum,accepted,Rubiaceae,3.dicot,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
